Match_ID,Country,Season,Div,League,Date,Time,Round,Home,Away,Home_Score,Away_Score,Min_Goals_Home,Min_Goals_Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2,Bookie_CS_0_0,CS_0_0,Bookie_CS_0_1,CS_0_1,Bookie_CS_0_2,CS_0_2,Bookie_CS_0_3,CS_0_3,Bookie_CS_1_0,CS_1_0,Bookie_CS_1_1,CS_1_1,Bookie_CS_1_2,CS_1_2,Bookie_CS_1_3,CS_1_3,Bookie_CS_2_0,CS_2_0,Bookie_CS_2_1,CS_2_1,Bookie_CS_2_2,CS_2_2,Bookie_CS_2_3,CS_2_3,Bookie_CS_3_0,CS_3_0,Bookie_CS_3_1,CS_3_1,Bookie_CS_3_2,CS_3_2,Bookie_CS_3_3,CS_3_3,Bookie_AH_neg_2_5,AH_Home_neg_2_5,AH_Away_neg_2_5,Bookie_AH_neg_2,AH_Home_neg_2,AH_Away_neg_2,Bookie_AH_neg_1_5,AH_Home_neg_1_5,AH_Away_neg_1_5,Bookie_AH_neg_1,AH_Home_neg_1,AH_Away_neg_1,Bookie_AH_neg_0_5,AH_Home_neg_0_5,AH_Away_neg_0_5,Bookie_AH_pos_0_5,AH_Home_pos_0_5,AH_Away_pos_0_5,Bookie_AH_pos_1,AH_Home_pos_1,AH_Away_pos_1,Bookie_AH_pos_1_5,AH_Home_pos_1_5,AH_Away_pos_1_5,Bookie_AH_pos_2,AH_Home_pos_2,AH_Away_pos_2,Bookie_AH_pos_2_5,AH_Home_pos_2_5,AH_Away_pos_2_5,Bookie_EH_neg_3,EH_Home_neg_3,EH_Draw_neg_3,EH_Away_neg_3,Bookie_EH_neg_2,EH_Home_neg_2,EH_Draw_neg_2,EH_Away_neg_2,Bookie_EH_neg_1,EH_Home_neg_1,EH_Draw_neg_1,EH_Away_neg_1,Bookie_EH_1,EH_Home_1,EH_Draw_1,EH_Away_1,Bookie_EH_2,EH_Home_2,EH_Draw_2,EH_Away_2,Bookie_EH_3,EH_Home_3,EH_Draw_3,EH_Away_3,xG_Home_FT,xG_Away_FT,xGOT_Home_FT,xGOT_Away_FT,xA_Home_FT,xA_Away_FT,xGOT_Faced_Home_FT,xGOT_Faced_Away_FT,Goals_Prevented_Home_FT,Goals_Prevented_Away_FT,Possession_Home_FT,Possession_Away_FT,Passes_Pct_Home_FT,Passes_Pct_Away_FT,Long_Passes_Pct_Home_FT,Long_Passes_Pct_Away_FT,Passes_Final_Third_Pct_Home_FT,Passes_Final_Third_Pct_Away_FT,Through_Passes_Home_FT,Through_Passes_Away_FT,Crosses_Pct_Home_FT,Crosses_Pct_Away_FT,Total_Shots_Home_FT,Total_Shots_Away_FT,Shots_On_Target_Home_FT,Shots_On_Target_Away_FT,Shots_Off_Target_Home_FT,Shots_Off_Target_Away_FT,Blocked_Shots_Home_FT,Blocked_Shots_Away_FT,Shots_Inside_Box_Home_FT,Shots_Inside_Box_Away_FT,Shots_Outside_Box_Home_FT,Shots_Outside_Box_Away_FT,Big_Chances_Home_FT,Big_Chances_Away_FT,Hit_Woodwork_Home_FT,Hit_Woodwork_Away_FT,Touches_Box_Home_FT,Touches_Box_Away_FT,Corners_Home_FT,Corners_Away_FT,Free_Kicks_Home_FT,Free_Kicks_Away_FT,Throw_Ins_Home_FT,Throw_Ins_Away_FT,Fouls_Home_FT,Fouls_Away_FT,Yellow_Cards_Home_FT,Yellow_Cards_Away_FT,Red_Cards_Home_FT,Red_Cards_Away_FT,Offsides_Home_FT,Offsides_Away_FT,Goalkeeper_Saves_Home_FT,Goalkeeper_Saves_Away_FT,Tackles_Pct_Home_FT,Tackles_Pct_Away_FT,Duels_Won_Home_FT,Duels_Won_Away_FT,Clearances_Home_FT,Clearances_Away_FT,Interceptions_Home_FT,Interceptions_Away_FT,Errors_Shot_Home_FT,Errors_Shot_Away_FT,Errors_Goal_Home_FT,Errors_Goal_Away_FT,xG_Home_HT,xG_Away_HT,xGOT_Home_HT,xGOT_Away_HT,xA_Home_HT,xA_Away_HT,Possession_Home_HT,Possession_Away_HT,Total_Shots_Home_HT,Total_Shots_Away_HT,Shots_On_Target_Home_HT,Shots_On_Target_Away_HT,Shots_Off_Target_Home_HT,Shots_Off_Target_Away_HT,Big_Chances_Home_HT,Big_Chances_Away_HT,Corners_Home_HT,Corners_Away_HT,Yellow_Cards_Home_HT,Yellow_Cards_Away_HT,Fouls_Home_HT,Fouls_Away_HT,Offsides_Home_HT,Offsides_Away_HT,Goalkeeper_Saves_Home_HT,Goalkeeper_Saves_Away_HT,xG_Home_2T,xG_Away_2T,xGOT_Home_2T,xGOT_Away_2T,xA_Home_2T,xA_Away_2T,Possession_Home_2T,Possession_Away_2T,Total_Shots_Home_2T,Total_Shots_Away_2T,Shots_On_Target_Home_2T,Shots_On_Target_Away_2T,Shots_Off_Target_Home_2T,Shots_Off_Target_Away_2T,Big_Chances_Home_2T,Big_Chances_Away_2T,Corners_Home_2T,Corners_Away_2T,Yellow_Cards_Home_2T,Yellow_Cards_Away_2T,Red_Cards_Home_2T,Red_Cards_Away_2T,Fouls_Home_2T,Fouls_Away_2T,Offsides_Home_2T,Offsides_Away_2T,Goalkeeper_Saves_Home_2T,Goalkeeper_Saves_Away_2T
08zIvIGD,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,05/02/2026,19:00,Round 2,Bahia,Fluminense,1,1,[78],[20],bet365,2.75,2.1,4.33,bet365,2.01,3.3,3.6,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.36,3.2,bet365,2.08,1.73,bet365,3.75,1.29,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.29,1.33,1.73,bet365,9.0,bet365,10.0,bet365,19.0,bet365,41.0,bet365,7.0,bet365,6.5,bet365,13.0,bet365,34.0,bet365,9.5,bet365,9.0,bet365,15.0,bet365,41.0,bet365,17.0,bet365,17.0,bet365,29.0,bet365,51.0,Estrelabet,9.0,1.05,1xBet,7.41,1.09,bet365,3.8,1.25,bet365,3.0,1.38,bet365,2.05,1.8,bet365,1.27,3.55,bet365,1.1,7.0,Estrelabet,1.08,7.5,,0.0,0.0,,0.0,0.0,Betano.br,22.0,10.5,1.06,Betano.br,10.0,6.0,1.23,bet365,4.0,3.75,1.73,Betano.br,1.3,5.0,9.0,Betano.br,1.08,9.5,22.0,BetEsporte,1.01,11.0,35.0,1.23,1.83,1.33,0.79,0.4,1.53,0.79,1.33,-0.21,0.33,0.42,0.58,0.83,0.88,0.6,0.4,0.69,0.84,0.0,1.0,0.25,0.18,19.0,13.0,5.0,4.0,11.0,7.0,3.0,2.0,14.0,8.0,5.0,5.0,1.0,5.0,1.0,0.0,24.0,26.0,6.0,4.0,13.0,12.0,17.0,9.0,12.0,13.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,4.0,0.62,0.47,41.0,55.0,21.0,23.0,7.0,6.0,0.0,1.0,0.0,1.0,0.43,1.09,0.27,0.33,0.26,1.35,0.4,0.6,9.0,6.0,2.0,1.0,5.0,4.0,0.0,2.0,4.0,4.0,,,8.0,6.0,0.0,0.0,0.0,2.0,0.8,0.74,1.06,0.46,0.14,0.18,0.45,0.55,10.0,7.0,3.0,3.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,7.0,4.0,0.0,3.0,2.0
WSr1r0Hl,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,04/02/2026,21:30,Round 2,Gremio,Botafogo RJ,5,3,"[26, 50, 57, 60, 79]","[17, 36, 86]",bet365,3.0,2.1,3.75,bet365,2.3,3.0,3.4,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.15,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.8,1.95,bet365,1.3,1.36,1.57,bet365,8.0,bet365,9.5,bet365,17.0,bet365,34.0,bet365,7.5,bet365,5.5,bet365,12.0,bet365,29.0,bet365,11.0,bet365,9.5,bet365,13.0,bet365,41.0,bet365,21.0,bet365,21.0,bet365,29.0,bet365,51.0,Estrelabet,9.5,1.05,1xBet,8.3,1.04,bet365,4.65,1.18,bet365,3.8,1.25,bet365,2.35,1.58,bet365,1.33,3.3,bet365,1.13,6.0,bet365,1.1,7.0,SeguroBet,1.03,13.4,,0.0,0.0,Betano.br,25.0,11.5,1.05,Betano.br,12.0,6.6,1.18,bet365,4.75,4.0,1.57,Betano.br,1.35,4.75,7.8,Betano.br,1.1,8.75,18.5,BetEsporte,1.01,11.0,35.0,3.45,1.15,4.72,1.73,0.99,1.11,1.73,4.72,-1.27,-0.28,0.43,0.57,0.84,0.87,0.48,0.44,0.61,0.72,0.0,2.0,0.38,0.1,14.0,9.0,8.0,4.0,3.0,5.0,3.0,0.0,10.0,7.0,4.0,2.0,8.0,2.0,0.0,1.0,19.0,14.0,4.0,2.0,16.0,13.0,9.0,14.0,13.0,16.0,0.0,3.0,,,1.0,0.0,1.0,3.0,0.63,0.62,46.0,44.0,15.0,17.0,12.0,3.0,0.0,0.0,0.0,1.0,1.24,0.44,0.94,1.23,0.26,0.61,0.47,0.53,6.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,0.0,0.0,2.21,0.71,3.78,0.5,0.73,0.5,0.39,0.61,8.0,4.0,7.0,2.0,0.0,2.0,6.0,1.0,1.0,2.0,0.0,2.0,,,9.0,9.0,0.0,0.0,1.0,3.0
QkMZRvX7,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,04/02/2026,21:30,Round 2,Palmeiras,Vitoria,5,1,"[24, 28, 45, 63, 80]",[56],bet365,1.8,2.5,8.5,bet365,1.3,4.75,10.0,bet365,1.33,3.25,bet365,2.5,1.5,bet365,6.5,1.11,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.75,2.05,bet365,3.0,1.4,bet365,5.5,1.14,bet365,2.1,1.67,bet365,1.06,1.18,3.25,bet365,12.0,bet365,21.0,bet365,41.0,bet365,126.0,bet365,6.5,bet365,9.0,bet365,26.0,bet365,67.0,bet365,6.0,bet365,9.0,bet365,21.0,bet365,67.0,bet365,8.5,bet365,12.0,bet365,29.0,bet365,67.0,bet365,3.45,1.3,bet365,2.75,1.43,bet365,2.03,1.83,bet365,1.53,2.42,bet365,1.33,3.3,Estrelabet,1.08,7.5,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Betano.br,7.1,5.9,1.3,Betano.br,3.55,4.1,1.8,bet365,1.95,3.75,3.25,Betano.br,1.1,8.5,20.0,BetEsporte,1.01,11.0,45.0,,0.0,0.0,0.0,2.37,0.93,2.95,1.38,1.42,0.63,1.38,2.95,0.38,-2.05,0.6,0.4,0.87,0.8,0.71,0.4,0.7,0.64,0.0,1.0,0.28,0.29,17.0,9.0,8.0,4.0,4.0,2.0,5.0,3.0,10.0,6.0,7.0,3.0,4.0,3.0,1.0,0.0,33.0,11.0,6.0,4.0,16.0,13.0,17.0,18.0,13.0,16.0,1.0,4.0,,,2.0,1.0,2.0,2.0,0.7,0.56,54.0,42.0,14.0,29.0,7.0,12.0,0.0,0.0,0.0,0.0,2.19,0.37,2.8,0.26,1.27,0.17,0.64,0.36,10.0,4.0,6.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,2.0,0.18,0.56,0.15,1.12,0.15,0.46,0.56,0.44,7.0,5.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,,,4.0,10.0,1.0,0.0,1.0,0.0
2NoCdzck,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,04/02/2026,20:00,Round 2,Remo,Mirassol,2,2,"[8, 39]","[81, 89]",bet365,3.6,2.05,3.2,bet365,3.1,3.1,2.4,bet365,1.44,2.63,bet365,3.25,1.33,bet365,10.0,1.06,bet365,1.08,7.5,bet365,1.4,3.0,bet365,2.25,1.62,bet365,4.33,1.22,bet365,9.0,1.07,bet365,1.91,1.91,bet365,1.5,1.36,1.36,bet365,7.5,bet365,7.5,bet365,11.0,bet365,23.0,bet365,8.5,bet365,6.0,bet365,10.0,bet365,21.0,bet365,15.0,bet365,12.0,bet365,15.0,bet365,34.0,bet365,34.0,bet365,26.0,bet365,41.0,bet365,51.0,Betboom.br,14.32,1.01,Betboom.br,13.54,1.01,bet365,6.4,1.12,bet365,5.5,1.15,bet365,2.85,1.4,bet365,1.53,2.42,bet365,1.21,4.25,bet365,1.15,5.5,1xBet,1.03,13.2,Estrelabet,1.04,11.0,BetEsporte,30.0,11.0,1.01,Betano.br,17.0,8.0,1.11,Betano.br,6.9,4.4,1.42,bet365,1.5,4.0,5.5,Betano.br,1.17,6.9,12.5,Betano.br,1.04,12.0,26.0,1.48,1.75,2.85,2.54,0.46,1.12,2.54,2.85,0.54,0.85,0.37,0.63,0.74,0.83,0.45,0.49,0.63,0.64,0.0,0.0,0.2,0.3,18.0,8.0,7.0,5.0,6.0,2.0,5.0,1.0,8.0,7.0,10.0,1.0,1.0,3.0,0.0,0.0,15.0,26.0,4.0,4.0,9.0,15.0,19.0,30.0,15.0,9.0,2.0,2.0,,,1.0,2.0,3.0,5.0,0.68,0.67,51.0,48.0,43.0,18.0,12.0,8.0,0.0,1.0,0.0,0.0,1.26,0.06,2.72,0.01,0.19,0.17,0.31,0.69,12.0,2.0,6.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,10.0,4.0,1.0,2.0,1.0,4.0,0.22,1.69,0.13,2.53,0.27,0.95,0.42,0.58,6.0,6.0,1.0,4.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,,,5.0,5.0,0.0,0.0,2.0,1.0
IPIRT02e,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,04/02/2026,20:00,Round 2,Santos,Sao Paulo,1,1,[45],[66],bet365,3.0,2.0,4.0,bet365,2.2,3.1,3.3,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.4,1.53,bet365,4.5,1.2,bet365,10.0,1.06,bet365,2.0,1.75,bet365,1.33,1.36,1.62,bet365,7.0,bet365,8.5,bet365,15.0,bet365,41.0,bet365,6.5,bet365,6.0,bet365,13.0,bet365,29.0,bet365,10.0,bet365,9.5,bet365,17.0,bet365,41.0,bet365,21.0,bet365,21.0,bet365,34.0,bet365,51.0,Estrelabet,10.0,1.05,1xBet,8.6,1.04,bet365,4.5,1.19,bet365,3.55,1.27,bet365,2.2,1.65,bet365,1.3,3.45,bet365,1.1,7.0,Estrelabet,1.08,7.5,,0.0,0.0,,0.0,0.0,Betano.br,24.0,11.25,1.05,Betano.br,11.25,6.4,1.2,bet365,4.75,3.75,1.62,Betano.br,1.36,4.65,7.9,Betano.br,1.09,8.75,19.5,BetEsporte,1.01,11.0,35.0,1.09,0.6,0.54,0.95,0.63,1.02,0.95,0.54,-0.05,-0.46,0.5,0.5,0.85,0.79,0.52,0.27,0.71,0.64,0.0,0.0,0.15,0.43,12.0,8.0,3.0,3.0,4.0,4.0,5.0,1.0,6.0,7.0,6.0,1.0,1.0,2.0,0.0,0.0,12.0,19.0,7.0,4.0,21.0,15.0,23.0,16.0,15.0,21.0,5.0,1.0,,,2.0,0.0,2.0,2.0,0.44,0.74,45.0,58.0,18.0,32.0,8.0,10.0,1.0,0.0,0.0,0.0,0.79,0.17,0.54,0.09,0.39,0.2,0.58,0.42,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,7.0,13.0,2.0,0.0,1.0,2.0,0.3,0.43,0.0,0.86,0.24,0.82,0.43,0.57,5.0,5.0,0.0,2.0,3.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,,,8.0,8.0,0.0,0.0,1.0,0.0
6oaMkrPE,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,04/02/2026,19:00,Round 2,Bragantino,Atletico-MG,1,0,[38],[],bet365,2.75,2.05,4.5,bet365,2.01,3.2,4.0,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.35,1.57,bet365,4.33,1.22,bet365,10.0,1.06,bet365,2.0,1.75,bet365,1.22,1.36,1.73,bet365,7.5,bet365,9.5,bet365,19.0,bet365,41.0,bet365,6.5,bet365,6.0,bet365,15.0,bet365,34.0,bet365,8.5,bet365,9.0,bet365,17.0,bet365,41.0,bet365,17.0,bet365,19.0,bet365,34.0,bet365,51.0,Estrelabet,8.5,1.06,1xBet,7.79,1.08,bet365,3.9,1.24,bet365,3.1,1.35,bet365,2.05,1.8,bet365,1.25,3.8,Estrelabet,1.08,7.5,Estrelabet,1.06,8.5,,0.0,0.0,,0.0,0.0,Betano.br,21.0,10.5,1.07,Betano.br,9.75,5.9,1.24,bet365,4.0,3.75,1.73,Betano.br,1.28,5.1,10.0,Betano.br,1.07,9.75,25.0,BetEsporte,1.01,11.0,40.0,1.41,0.44,1.05,0.14,1.15,0.27,0.14,1.05,0.14,0.05,0.48,0.52,0.82,0.83,0.53,0.46,0.68,0.66,0.0,0.0,0.4,0.16,19.0,12.0,5.0,2.0,7.0,4.0,7.0,6.0,10.0,6.0,9.0,6.0,4.0,0.0,0.0,1.0,28.0,21.0,6.0,12.0,8.0,14.0,19.0,21.0,14.0,8.0,3.0,2.0,,,1.0,5.0,2.0,4.0,0.35,0.5,57.0,39.0,40.0,27.0,7.0,12.0,1.0,0.0,0.0,0.0,0.9,0.06,0.8,0.0,0.72,0.05,0.64,0.36,10.0,2.0,4.0,0.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,7.0,3.0,1.0,2.0,0.0,3.0,0.51,0.38,0.25,0.14,0.43,0.22,0.34,0.66,9.0,10.0,1.0,2.0,3.0,3.0,2.0,0.0,3.0,11.0,2.0,2.0,,,7.0,5.0,0.0,3.0,2.0,1.0
SztglVmA,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,04/02/2026,19:00,Round 2,Flamengo RJ,Internacional,1,1,[68],[45],bet365,1.91,2.4,7.0,bet365,1.41,4.5,7.5,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.05,11.0,bet365,1.25,4.0,bet365,1.83,2.03,bet365,3.0,1.4,bet365,5.5,1.14,bet365,2.0,1.75,bet365,1.1,1.18,2.75,bet365,11.0,bet365,19.0,bet365,41.0,bet365,81.0,bet365,6.5,bet365,8.5,bet365,23.0,bet365,51.0,bet365,6.5,bet365,8.5,bet365,21.0,bet365,51.0,bet365,9.5,bet365,12.0,bet365,29.0,bet365,67.0,bet365,4.0,1.23,bet365,3.3,1.33,bet365,2.2,1.65,bet365,1.65,2.2,bet365,1.4,2.85,Estrelabet,1.1,7.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Betano.br,8.25,6.4,1.25,Betano.br,4.05,4.25,1.67,bet365,2.2,3.6,2.63,Betano.br,1.12,7.6,17.0,BetEsporte,1.01,11.0,35.0,,0.0,0.0,0.0,1.73,0.76,1.18,1.08,1.2,0.2,1.08,1.18,0.08,0.18,0.65,0.35,0.88,0.79,0.63,0.44,0.77,0.63,1.0,0.0,0.27,0.0,18.0,9.0,5.0,5.0,7.0,4.0,6.0,0.0,13.0,2.0,5.0,7.0,3.0,1.0,0.0,0.0,27.0,8.0,4.0,3.0,18.0,20.0,14.0,8.0,20.0,18.0,4.0,3.0,,,1.0,2.0,4.0,4.0,0.92,0.53,54.0,58.0,13.0,44.0,6.0,6.0,0.0,0.0,0.0,0.0,0.49,0.57,0.18,0.74,0.55,0.11,0.63,0.37,9.0,5.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,10.0,1.0,0.0,2.0,2.0,1.24,0.19,1.0,0.34,0.65,0.09,0.67,0.33,9.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,,,11.0,8.0,0.0,2.0,2.0,2.0
CpixNhkB,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,29/01/2026,21:30,Round 1,Botafogo RJ,Cruzeiro,4,0,"[48, 76, 85, 90]",[],bet365,3.1,2.0,4.0,bet365,2.3,3.0,3.4,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.35,1.57,bet365,4.33,1.22,bet365,10.0,1.06,bet365,1.95,1.8,bet365,1.3,1.36,1.57,bet365,7.0,bet365,8.5,bet365,15.0,bet365,34.0,bet365,6.5,bet365,5.5,bet365,13.0,bet365,29.0,bet365,10.0,bet365,10.0,bet365,15.0,bet365,41.0,bet365,21.0,bet365,21.0,bet365,34.0,bet365,51.0,Estrelabet,9.5,1.04,1xBet,9.4,1.03,bet365,4.8,1.18,bet365,3.8,1.25,bet365,2.3,1.6,bet365,1.33,3.3,bet365,1.11,6.6,bet365,1.1,7.0,SeguroBet,1.03,13.4,KTO.br,1.01,17.0,BetEsporte,25.0,10.0,1.03,Estrelabet,12.0,6.66,1.16,bet365,4.75,4.0,1.57,Estrelabet,1.32,5.0,7.5,Estrelabet,1.07,9.0,20.0,BetEsporte,1.01,11.0,35.0,1.43,1.43,3.06,0.31,0.98,1.05,0.31,3.06,0.31,-0.94,0.46,0.54,0.87,0.86,0.53,0.31,0.81,0.68,1.0,0.0,0.25,0.6,10.0,17.0,5.0,4.0,3.0,5.0,2.0,8.0,8.0,14.0,2.0,3.0,2.0,4.0,0.0,0.0,17.0,28.0,3.0,7.0,12.0,10.0,10.0,17.0,10.0,12.0,1.0,2.0,,,0.0,5.0,4.0,1.0,0.45,0.8,36.0,39.0,24.0,16.0,4.0,12.0,0.0,0.0,0.0,1.0,0.23,0.85,0.0,0.2,0.24,0.48,0.47,0.53,4.0,9.0,0.0,2.0,3.0,4.0,0.0,4.0,2.0,3.0,1.0,1.0,6.0,6.0,0.0,3.0,2.0,0.0,1.2,0.58,3.06,0.11,0.74,0.57,0.45,0.55,6.0,8.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,,,4.0,6.0,0.0,2.0,2.0,1.0
bs93wEZi,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,29/01/2026,20:00,Round 1,Mirassol,Vasco,2,1,"[32, 54]",[21],bet365,2.5,2.1,4.75,bet365,1.79,3.3,4.5,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.4,3.0,bet365,2.2,1.65,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.2,1.33,1.91,bet365,8.0,bet365,11.0,bet365,21.0,bet365,51.0,bet365,6.5,bet365,6.0,bet365,15.0,bet365,41.0,bet365,8.0,bet365,9.0,bet365,17.0,bet365,41.0,bet365,15.0,bet365,17.0,bet365,29.0,bet365,51.0,Estrelabet,7.0,1.08,bet365,6.8,1.11,bet365,3.45,1.3,bet365,2.68,1.45,bet365,1.88,1.98,bet365,1.21,4.25,1xBet,1.06,9.28,Estrelabet,1.05,8.5,,0.0,0.0,,0.0,0.0,Estrelabet,19.0,10.0,1.06,Estrelabet,8.0,5.66,1.26,bet365,3.5,3.6,1.91,Estrelabet,1.23,5.33,11.0,BetEsporte,1.04,9.2,25.0,BetEsporte,1.01,11.0,40.0,0.68,0.6,1.71,1.51,0.44,0.64,1.51,1.71,0.51,0.71,0.47,0.53,0.86,0.89,0.64,0.67,0.65,0.83,0.0,0.0,0.19,0.23,13.0,13.0,4.0,5.0,7.0,3.0,2.0,5.0,6.0,6.0,7.0,7.0,1.0,1.0,0.0,0.0,10.0,15.0,5.0,5.0,10.0,16.0,21.0,13.0,16.0,10.0,2.0,1.0,,,1.0,2.0,4.0,3.0,0.6,0.54,40.0,56.0,20.0,15.0,9.0,8.0,1.0,1.0,0.0,1.0,0.38,0.27,0.49,0.96,0.21,0.26,0.56,0.44,8.0,6.0,2.0,3.0,5.0,2.0,0.0,1.0,3.0,2.0,,,6.0,4.0,0.0,0.0,2.0,2.0,0.3,0.33,1.22,0.55,0.23,0.38,0.38,0.62,5.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,,,10.0,6.0,1.0,2.0,2.0,1.0
YauoLWJN,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,28/01/2026,21:30,Round 1,Sao Paulo,Flamengo RJ,2,1,"[61, 71]",[54],bet365,4.5,1.83,3.1,bet365,3.7,3.0,2.2,bet365,1.62,2.2,bet365,4.0,1.22,bet365,13.0,1.04,bet365,1.14,5.5,bet365,1.62,2.3,bet365,2.88,1.4,bet365,6.0,1.13,bet365,15.0,1.03,bet365,2.25,1.57,bet365,1.62,1.36,1.29,bet365,5.5,bet365,5.5,bet365,9.0,bet365,21.0,bet365,7.5,bet365,6.0,bet365,10.0,bet365,23.0,bet365,17.0,bet365,15.0,bet365,21.0,bet365,41.0,bet365,41.0,bet365,41.0,bet365,51.0,bet365,81.0,,0.0,0.0,,0.0,0.0,Estrelabet,8.5,1.05,Estrelabet,7.5,1.07,bet365,3.55,1.27,bet365,1.65,2.2,bet365,1.26,3.7,bet365,1.18,4.8,Betnacional,1.06,8.65,Estrelabet,1.04,9.5,BetEsporte,45.0,11.0,1.01,BetEsporte,26.0,8.8,1.05,Estrelabet,10.0,5.0,1.26,bet365,1.62,3.6,5.0,Estrelabet,1.17,6.33,12.0,BetEsporte,1.03,10.0,26.0,0.78,2.4,1.72,1.13,0.52,1.67,1.13,1.72,0.13,-0.28,0.41,0.59,0.8,0.86,0.34,0.4,0.64,0.76,1.0,2.0,0.18,0.24,10.0,15.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,9.0,5.0,6.0,2.0,3.0,0.0,0.0,16.0,28.0,2.0,6.0,11.0,14.0,8.0,23.0,14.0,11.0,,,0.0,1.0,1.0,0.0,4.0,2.0,0.61,0.72,51.0,53.0,27.0,8.0,6.0,6.0,0.0,0.0,0.0,1.0,0.16,0.83,0.0,0.1,0.29,0.56,0.43,0.57,3.0,9.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,5.0,,,8.0,5.0,1.0,0.0,3.0,0.0,0.62,1.57,1.72,1.03,0.23,1.11,0.39,0.61,7.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,0.0,1.0,6.0,6.0,0.0,0.0,1.0,2.0
