Match_ID,Country,Season,Div,League,Date,Time,Round,Home,Away,Home_Score,Away_Score,Min_Goals_Home,Min_Goals_Away,Bookie_1X2_HT,Odd_1_HT,Odd_X_HT,Odd_2_HT,Bookie_1X2_FT,Odd_1_FT,Odd_X_FT,Odd_2_FT,Bookie_OU_HT_0_5,Over_HT_0_5,Under_HT_0_5,Bookie_OU_HT_1_5,Over_HT_1_5,Under_HT_1_5,Bookie_OU_HT_2_5,Over_HT_2_5,Under_HT_2_5,Bookie_OU_FT_0_5,Over_FT_0_5,Under_FT_0_5,Bookie_OU_FT_1_5,Over_FT_1_5,Under_FT_1_5,Bookie_OU_FT_2_5,Over_FT_2_5,Under_FT_2_5,Bookie_OU_FT_3_5,Over_FT_3_5,Under_FT_3_5,Bookie_OU_FT_4_5,Over_FT_4_5,Under_FT_4_5,Bookie_BTTS,BTTS_Yes,BTTS_No,Bookie_DC,DC_1X,DC_12,DC_X2,Bookie_CS_0_0,CS_0_0,Bookie_CS_0_1,CS_0_1,Bookie_CS_0_2,CS_0_2,Bookie_CS_0_3,CS_0_3,Bookie_CS_1_0,CS_1_0,Bookie_CS_1_1,CS_1_1,Bookie_CS_1_2,CS_1_2,Bookie_CS_1_3,CS_1_3,Bookie_CS_2_0,CS_2_0,Bookie_CS_2_1,CS_2_1,Bookie_CS_2_2,CS_2_2,Bookie_CS_2_3,CS_2_3,Bookie_CS_3_0,CS_3_0,Bookie_CS_3_1,CS_3_1,Bookie_CS_3_2,CS_3_2,Bookie_CS_3_3,CS_3_3,Bookie_AH_neg_2_5,AH_Home_neg_2_5,AH_Away_neg_2_5,Bookie_AH_neg_2,AH_Home_neg_2,AH_Away_neg_2,Bookie_AH_neg_1_5,AH_Home_neg_1_5,AH_Away_neg_1_5,Bookie_AH_neg_1,AH_Home_neg_1,AH_Away_neg_1,Bookie_AH_neg_0_5,AH_Home_neg_0_5,AH_Away_neg_0_5,Bookie_AH_pos_0_5,AH_Home_pos_0_5,AH_Away_pos_0_5,Bookie_AH_pos_1,AH_Home_pos_1,AH_Away_pos_1,Bookie_AH_pos_1_5,AH_Home_pos_1_5,AH_Away_pos_1_5,Bookie_AH_pos_2,AH_Home_pos_2,AH_Away_pos_2,Bookie_AH_pos_2_5,AH_Home_pos_2_5,AH_Away_pos_2_5,Bookie_EH_neg_3,EH_Home_neg_3,EH_Draw_neg_3,EH_Away_neg_3,Bookie_EH_neg_2,EH_Home_neg_2,EH_Draw_neg_2,EH_Away_neg_2,Bookie_EH_neg_1,EH_Home_neg_1,EH_Draw_neg_1,EH_Away_neg_1,Bookie_EH_1,EH_Home_1,EH_Draw_1,EH_Away_1,Bookie_EH_2,EH_Home_2,EH_Draw_2,EH_Away_2,Bookie_EH_3,EH_Home_3,EH_Draw_3,EH_Away_3,xG_Home_FT,xG_Away_FT,xGOT_Home_FT,xGOT_Away_FT,xA_Home_FT,xA_Away_FT,xGOT_Faced_Home_FT,xGOT_Faced_Away_FT,Goals_Prevented_Home_FT,Goals_Prevented_Away_FT,Possession_Home_FT,Possession_Away_FT,Passes_Pct_Home_FT,Passes_Pct_Away_FT,Long_Passes_Pct_Home_FT,Long_Passes_Pct_Away_FT,Passes_Final_Third_Pct_Home_FT,Passes_Final_Third_Pct_Away_FT,Through_Passes_Home_FT,Through_Passes_Away_FT,Crosses_Pct_Home_FT,Crosses_Pct_Away_FT,Total_Shots_Home_FT,Total_Shots_Away_FT,Shots_On_Target_Home_FT,Shots_On_Target_Away_FT,Shots_Off_Target_Home_FT,Shots_Off_Target_Away_FT,Blocked_Shots_Home_FT,Blocked_Shots_Away_FT,Shots_Inside_Box_Home_FT,Shots_Inside_Box_Away_FT,Shots_Outside_Box_Home_FT,Shots_Outside_Box_Away_FT,Big_Chances_Home_FT,Big_Chances_Away_FT,Hit_Woodwork_Home_FT,Hit_Woodwork_Away_FT,Touches_Box_Home_FT,Touches_Box_Away_FT,Corners_Home_FT,Corners_Away_FT,Free_Kicks_Home_FT,Free_Kicks_Away_FT,Throw_Ins_Home_FT,Throw_Ins_Away_FT,Fouls_Home_FT,Fouls_Away_FT,Yellow_Cards_Home_FT,Yellow_Cards_Away_FT,Red_Cards_Home_FT,Red_Cards_Away_FT,Offsides_Home_FT,Offsides_Away_FT,Goalkeeper_Saves_Home_FT,Goalkeeper_Saves_Away_FT,Tackles_Pct_Home_FT,Tackles_Pct_Away_FT,Duels_Won_Home_FT,Duels_Won_Away_FT,Clearances_Home_FT,Clearances_Away_FT,Interceptions_Home_FT,Interceptions_Away_FT,Errors_Shot_Home_FT,Errors_Shot_Away_FT,Errors_Goal_Home_FT,Errors_Goal_Away_FT,xG_Home_HT,xG_Away_HT,xGOT_Home_HT,xGOT_Away_HT,xA_Home_HT,xA_Away_HT,Possession_Home_HT,Possession_Away_HT,Total_Shots_Home_HT,Total_Shots_Away_HT,Shots_On_Target_Home_HT,Shots_On_Target_Away_HT,Shots_Off_Target_Home_HT,Shots_Off_Target_Away_HT,Big_Chances_Home_HT,Big_Chances_Away_HT,Corners_Home_HT,Corners_Away_HT,Yellow_Cards_Home_HT,Yellow_Cards_Away_HT,Fouls_Home_HT,Fouls_Away_HT,Offsides_Home_HT,Offsides_Away_HT,Goalkeeper_Saves_Home_HT,Goalkeeper_Saves_Away_HT,xG_Home_2T,xG_Away_2T,xGOT_Home_2T,xGOT_Away_2T,xA_Home_2T,xA_Away_2T,Possession_Home_2T,Possession_Away_2T,Total_Shots_Home_2T,Total_Shots_Away_2T,Shots_On_Target_Home_2T,Shots_On_Target_Away_2T,Shots_Off_Target_Home_2T,Shots_Off_Target_Away_2T,Big_Chances_Home_2T,Big_Chances_Away_2T,Corners_Home_2T,Corners_Away_2T,Yellow_Cards_Home_2T,Yellow_Cards_Away_2T,Red_Cards_Home_2T,Red_Cards_Away_2T,Fouls_Home_2T,Fouls_Away_2T,Offsides_Home_2T,Offsides_Away_2T,Goalkeeper_Saves_Home_2T,Goalkeeper_Saves_Away_2T
SES32L8K,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,12/02/2026,19:30,Round 3,Fluminense,Botafogo RJ,1,0,[55],[],bet365,2.4,2.05,5.5,bet365,1.76,3.3,5.5,bet365,1.5,2.5,bet365,3.4,1.3,bet365,10.0,1.06,bet365,1.1,7.0,bet365,1.44,2.75,bet365,2.35,1.57,bet365,4.5,1.2,bet365,10.0,1.06,bet365,2.1,1.67,bet365,1.14,1.33,1.95,bet365,7.0,bet365,11.0,bet365,23.0,bet365,51.0,bet365,5.5,bet365,6.5,bet365,17.0,bet365,41.0,bet365,7.5,bet365,9.0,bet365,19.0,bet365,51.0,bet365,13.0,bet365,17.0,bet365,34.0,bet365,67.0,Estrelabet,7.0,1.1,bet365,6.25,1.12,bet365,3.3,1.33,bet365,2.42,1.53,bet365,1.78,2.03,bet365,1.17,5.0,1xBet,1.05,11.2,Estrelabet,1.03,12.0,,0.0,0.0,,0.0,0.0,Betano.br,17.5,9.25,1.09,Betano.br,7.8,5.2,1.32,bet365,3.25,3.5,1.95,Betano.br,1.2,5.9,13.0,Betano.br,1.04,11.25,29.0,BetEsporte,1.01,11.0,45.0,1.55,0.34,1.57,0.54,0.51,0.44,0.54,1.57,0.54,0.57,0.48,0.52,0.8,0.79,0.45,0.38,0.65,0.7,0.0,0.0,0.1,0.22,10.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,24.0,7.0,4.0,0.0,11.0,18.0,23.0,20.0,18.0,11.0,5.0,3.0,1.0,0.0,1.0,0.0,3.0,4.0,0.65,0.64,45.0,49.0,18.0,21.0,14.0,6.0,0.0,1.0,0.0,1.0,0.23,0.0,0.21,0.0,0.2,0.07,0.52,0.48,5.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,11.0,7.0,1.0,0.0,0.0,1.0,1.32,0.34,1.36,0.54,0.31,0.37,0.44,0.56,5.0,5.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,7.0,4.0,0.0,0.0,3.0,3.0
0pUEgosm,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,12/02/2026,19:00,Round 3,Athletico-PR,Santos,2,1,"[6, 90]",[17],bet365,2.63,2.1,4.33,bet365,1.96,3.25,4.0,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.15,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.95,1.8,bet365,1.22,1.33,1.8,bet365,8.0,bet365,10.0,bet365,19.0,bet365,41.0,bet365,6.5,bet365,6.0,bet365,15.0,bet365,34.0,bet365,9.0,bet365,9.0,bet365,15.0,bet365,41.0,bet365,17.0,bet365,17.0,bet365,29.0,bet365,51.0,Estrelabet,8.0,1.07,Estrelabet,7.0,1.1,bet365,3.7,1.26,bet365,3.0,1.38,bet365,2.0,1.85,bet365,1.25,3.8,Estrelabet,1.1,7.0,Estrelabet,1.05,9.0,,0.0,0.0,,0.0,0.0,Betano.br,20.0,10.25,1.07,Betano.br,9.25,5.9,1.25,bet365,3.75,3.75,1.8,Betano.br,1.31,5.0,8.75,Betano.br,1.08,9.25,21.0,BetEsporte,1.01,11.0,40.0,2.3,0.97,2.24,1.92,1.07,0.48,1.92,2.24,0.92,0.24,0.56,0.44,0.81,0.77,0.41,0.4,0.61,0.62,1.0,0.0,0.3,0.17,13.0,10.0,5.0,5.0,3.0,2.0,5.0,3.0,10.0,6.0,3.0,4.0,5.0,1.0,0.0,0.0,27.0,16.0,8.0,2.0,15.0,15.0,28.0,22.0,15.0,15.0,1.0,3.0,,,1.0,3.0,4.0,3.0,0.6,0.59,39.0,51.0,27.0,30.0,9.0,14.0,0.0,0.0,0.0,0.0,1.19,0.41,0.96,0.69,0.15,0.07,0.52,0.48,5.0,6.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,8.0,6.0,1.0,2.0,1.0,1.0,1.11,0.56,1.28,1.23,0.92,0.41,0.62,0.38,8.0,4.0,3.0,3.0,2.0,0.0,3.0,1.0,5.0,2.0,1.0,2.0,,,7.0,9.0,0.0,1.0,3.0,2.0
pEHsew1f,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,11/02/2026,21:30,Round 3,Sao Paulo,Gremio,2,0,"[24, 59]",[],bet365,2.6,2.1,4.5,bet365,1.91,3.2,4.2,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.07,9.0,bet365,1.33,3.4,bet365,2.08,1.73,bet365,3.75,1.29,bet365,7.0,1.1,bet365,1.91,1.91,bet365,1.22,1.36,1.8,bet365,8.5,bet365,11.0,bet365,21.0,bet365,41.0,bet365,7.0,bet365,6.0,bet365,15.0,bet365,34.0,bet365,9.0,bet365,9.0,bet365,15.0,bet365,41.0,bet365,17.0,bet365,17.0,bet365,29.0,bet365,51.0,Estrelabet,7.0,1.1,bet365,7.0,1.1,bet365,3.55,1.27,bet365,2.75,1.43,bet365,1.98,1.88,bet365,1.23,4.0,1xBet,1.06,9.41,Estrelabet,1.05,10.0,,0.0,0.0,,0.0,0.0,Betano.br,18.0,9.75,1.09,Betano.br,8.25,5.5,1.28,bet365,3.6,3.75,1.8,Betano.br,1.24,5.5,11.0,Betano.br,1.06,10.5,26.0,BetEsporte,1.01,11.0,40.0,4.71,0.28,2.35,0.51,2.1,0.41,0.51,2.35,0.51,0.35,0.57,0.43,0.9,0.83,0.55,0.53,0.83,0.57,1.0,0.0,0.28,0.46,18.0,5.0,4.0,1.0,12.0,4.0,2.0,0.0,12.0,4.0,6.0,1.0,5.0,0.0,1.0,0.0,30.0,13.0,3.0,3.0,16.0,11.0,11.0,11.0,11.0,16.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.67,0.75,42.0,41.0,11.0,22.0,10.0,5.0,0.0,3.0,0.0,0.0,1.08,0.13,0.79,0.0,0.46,0.17,0.53,0.47,4.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,7.0,9.0,2.0,0.0,0.0,0.0,3.63,0.15,1.56,0.51,1.64,0.24,0.63,0.37,14.0,3.0,3.0,1.0,9.0,2.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,2.0
Cn4zcaWs,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,11/02/2026,21:30,Round 3,Vasco,Bahia,0,1,[],[22],bet365,2.88,2.25,3.6,bet365,2.2,3.3,3.1,bet365,1.33,3.25,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.04,12.0,bet365,1.25,4.0,bet365,1.83,2.03,bet365,3.0,1.4,bet365,5.5,1.14,bet365,1.67,2.1,bet365,1.36,1.33,1.62,bet365,12.0,bet365,11.0,bet365,17.0,bet365,34.0,bet365,9.0,bet365,6.5,bet365,12.0,bet365,23.0,bet365,12.0,bet365,9.0,bet365,12.0,bet365,29.0,bet365,21.0,bet365,17.0,bet365,23.0,bet365,41.0,Estrelabet,8.5,1.06,1xBet,7.76,1.09,bet365,4.15,1.22,bet365,3.45,1.3,bet365,2.2,1.65,bet365,1.35,3.1,bet365,1.14,5.75,bet365,1.11,6.6,SeguroBet,1.03,12.6,KTO.br,1.01,18.0,Betano.br,21.0,10.75,1.06,Betano.br,10.0,6.4,1.22,bet365,4.33,4.0,1.62,Betano.br,1.38,4.7,6.9,Betano.br,1.11,8.25,16.5,BetEsporte,1.02,11.0,28.0,1.71,0.38,1.93,0.43,1.59,0.43,0.43,1.93,-0.57,1.93,0.62,0.38,0.84,0.78,0.43,0.32,0.79,0.67,1.0,1.0,0.27,0.11,26.0,8.0,4.0,3.0,15.0,3.0,7.0,2.0,16.0,3.0,10.0,5.0,0.0,0.0,0.0,0.0,49.0,7.0,8.0,4.0,14.0,15.0,23.0,13.0,15.0,14.0,5.0,5.0,,,0.0,3.0,2.0,4.0,0.7,0.72,52.0,53.0,19.0,50.0,8.0,16.0,1.0,1.0,0.0,0.0,1.21,0.27,1.93,0.43,0.87,0.2,0.5,0.5,14.0,6.0,4.0,3.0,6.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,6.0,6.0,0.0,2.0,2.0,4.0,0.5,0.11,0.0,0.0,0.72,0.23,0.74,0.26,12.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,4.0,3.0,,,9.0,8.0,0.0,1.0,0.0,0.0
bkuLfER1,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,11/02/2026,20:00,Round 3,Atletico-MG,Remo,3,3,"[22, 70, 90]","[42, 87, 90]",bet365,1.91,2.4,7.0,bet365,1.41,4.5,7.5,bet365,1.33,3.25,bet365,2.63,1.44,bet365,6.5,1.11,bet365,1.05,11.0,bet365,1.25,4.0,bet365,1.83,2.03,bet365,3.0,1.4,bet365,5.5,1.14,bet365,2.0,1.75,bet365,1.1,1.18,2.63,bet365,12.0,bet365,19.0,bet365,41.0,bet365,81.0,bet365,7.0,bet365,8.0,bet365,21.0,bet365,51.0,bet365,6.5,bet365,8.5,bet365,19.0,bet365,51.0,bet365,9.5,bet365,12.0,bet365,26.0,bet365,51.0,bet365,4.0,1.23,bet365,3.3,1.33,bet365,2.2,1.65,bet365,1.7,2.1,bet365,1.43,2.75,bet365,1.1,7.0,SeguroBet,1.03,13.4,,0.0,0.0,,0.0,0.0,,0.0,0.0,Betano.br,9.0,6.6,1.22,Betano.br,4.35,4.35,1.62,bet365,2.2,3.6,2.63,Betano.br,1.11,7.7,19.5,BetEsporte,1.01,11.0,40.0,,0.0,0.0,0.0,2.75,2.37,3.12,2.36,1.53,0.73,2.36,3.12,-0.64,0.12,0.59,0.41,0.86,0.81,0.48,0.5,0.72,0.69,0.0,1.0,0.21,0.11,18.0,18.0,8.0,6.0,7.0,5.0,3.0,7.0,13.0,11.0,5.0,7.0,9.0,5.0,2.0,0.0,30.0,20.0,6.0,5.0,14.0,11.0,22.0,18.0,11.0,14.0,0.0,2.0,,,2.0,5.0,3.0,5.0,0.14,0.64,35.0,45.0,26.0,30.0,14.0,10.0,1.0,0.0,1.0,1.0,1.51,1.24,1.36,0.9,0.96,0.52,0.52,0.48,10.0,8.0,4.0,1.0,5.0,2.0,6.0,2.0,3.0,1.0,,,8.0,5.0,1.0,3.0,0.0,3.0,1.24,1.13,1.76,1.46,0.57,0.21,0.65,0.35,8.0,10.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,0.0,2.0,,,3.0,9.0,1.0,2.0,3.0,2.0
UPLVk3tC,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,11/02/2026,19:00,Round 3,Chapecoense-SC,Coritiba,3,3,"[45, 71, 90]","[41, 57, 59]",bet365,3.4,2.05,3.4,bet365,2.7,3.2,2.65,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.15,1.67,bet365,4.0,1.25,bet365,8.0,1.08,bet365,1.91,1.91,bet365,1.44,1.36,1.4,bet365,8.5,bet365,8.0,bet365,13.0,bet365,26.0,bet365,8.0,bet365,6.0,bet365,10.0,bet365,23.0,bet365,13.0,bet365,11.0,bet365,15.0,bet365,34.0,bet365,29.0,bet365,23.0,bet365,34.0,bet365,51.0,KTO.br,16.0,1.02,1xBet,11.0,1.01,bet365,5.9,1.13,bet365,4.65,1.18,bet365,2.68,1.45,bet365,1.48,2.6,bet365,1.19,4.5,bet365,1.14,5.75,1xBet,1.02,10.5,Estrelabet,1.03,12.0,Betano.br,27.0,12.5,1.04,Betano.br,13.5,7.2,1.15,Betano.br,5.6,4.2,1.5,bet365,1.44,4.33,5.5,Betano.br,1.15,7.2,13.5,Betano.br,1.04,12.5,29.0,2.39,2.0,1.84,2.83,1.07,0.47,2.83,1.84,-0.17,-1.16,0.51,0.49,0.86,0.85,0.5,0.59,0.69,0.64,0.0,0.0,0.27,0.27,21.0,13.0,8.0,5.0,7.0,6.0,6.0,2.0,11.0,8.0,10.0,5.0,2.0,5.0,0.0,0.0,17.0,16.0,6.0,5.0,8.0,4.0,21.0,12.0,4.0,8.0,2.0,1.0,,,0.0,0.0,2.0,5.0,0.57,0.5,41.0,34.0,12.0,25.0,5.0,10.0,0.0,0.0,1.0,1.0,1.45,0.44,1.08,1.05,0.47,0.17,0.41,0.59,8.0,5.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,,,3.0,5.0,0.0,0.0,1.0,2.0,0.94,1.56,0.76,1.78,0.6,0.3,0.65,0.35,13.0,8.0,5.0,3.0,2.0,4.0,0.0,4.0,5.0,2.0,2.0,1.0,,,1.0,3.0,0.0,0.0,1.0,3.0
Eg9bie0J,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,11/02/2026,19:00,Round 3,Mirassol,Cruzeiro,2,2,"[38, 53]","[23, 85]",bet365,3.1,2.1,3.6,bet365,2.4,3.0,3.2,bet365,1.44,2.63,bet365,3.25,1.33,bet365,9.0,1.07,bet365,1.08,8.0,bet365,1.36,3.2,bet365,2.1,1.7,bet365,3.75,1.29,bet365,8.0,1.08,bet365,1.8,1.95,bet365,1.33,1.36,1.53,bet365,8.0,bet365,9.5,bet365,15.0,bet365,34.0,bet365,7.5,bet365,5.5,bet365,12.0,bet365,26.0,bet365,11.0,bet365,9.5,bet365,13.0,bet365,34.0,bet365,23.0,bet365,21.0,bet365,29.0,bet365,51.0,Estrelabet,10.0,1.05,1xBet,9.2,1.03,bet365,4.8,1.18,bet365,3.8,1.25,bet365,2.35,1.58,bet365,1.35,3.1,bet365,1.13,5.9,bet365,1.1,7.0,SeguroBet,1.03,12.6,SeguroBet,1.03,13.4,Betano.br,25.0,11.75,1.05,Betano.br,12.0,6.8,1.18,bet365,4.75,4.0,1.53,Betano.br,1.44,4.4,6.4,Betano.br,1.13,7.8,15.5,BetEsporte,1.01,11.0,30.0,2.43,1.58,2.37,1.92,0.82,0.38,1.92,2.37,-0.08,0.37,0.56,0.44,0.87,0.79,0.69,0.29,0.81,0.67,0.0,0.0,0.12,0.2,20.0,9.0,11.0,4.0,4.0,2.0,5.0,3.0,15.0,6.0,5.0,3.0,4.0,2.0,1.0,0.0,34.0,14.0,9.0,0.0,10.0,12.0,16.0,24.0,12.0,10.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,9.0,0.47,0.65,39.0,41.0,10.0,26.0,7.0,11.0,0.0,0.0,0.0,0.0,2.03,0.55,1.45,1.06,0.71,0.1,0.57,0.43,14.0,6.0,7.0,3.0,3.0,1.0,4.0,0.0,5.0,0.0,3.0,2.0,6.0,3.0,0.0,0.0,2.0,6.0,0.4,1.03,0.92,0.86,0.11,0.28,0.56,0.44,6.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,6.0,7.0,2.0,0.0,0.0,3.0
MaINiPBa,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,10/02/2026,21:30,Round 3,Vitoria,Flamengo RJ,1,2,[51],"[15, 45]",bet365,6.0,2.2,2.2,bet365,5.75,3.8,1.57,bet365,1.4,2.75,bet365,3.0,1.36,bet365,8.0,1.08,bet365,1.07,9.0,bet365,1.33,3.4,bet365,2.05,1.75,bet365,3.75,1.29,bet365,7.0,1.1,bet365,2.0,1.75,bet365,2.25,1.25,1.14,bet365,9.0,bet365,6.0,bet365,7.0,bet365,12.0,bet365,13.0,bet365,7.0,bet365,8.5,bet365,15.0,bet365,29.0,bet365,19.0,bet365,19.0,bet365,29.0,bet365,67.0,bet365,41.0,bet365,51.0,bet365,67.0,,0.0,0.0,,0.0,0.0,Superbet.br,13.0,1.02,1xBet,10.5,1.02,bet365,5.25,1.16,bet365,2.25,1.63,bet365,1.68,2.15,bet365,1.4,2.85,bet365,1.17,5.0,bet365,1.13,5.9,BetEsporte,45.0,11.0,1.01,Betano.br,29.0,11.5,1.04,Betano.br,13.0,6.2,1.19,bet365,2.25,3.5,2.75,Betano.br,1.4,4.85,6.1,Betano.br,1.13,8.0,13.5,1.65,0.52,0.84,0.93,0.88,0.4,0.93,0.84,-1.07,-0.16,0.44,0.56,0.75,0.8,0.3,0.35,0.6,0.73,2.0,0.0,0.05,0.67,10.0,6.0,3.0,2.0,2.0,3.0,5.0,1.0,8.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,16.0,9.0,7.0,2.0,21.0,12.0,32.0,25.0,12.0,21.0,3.0,4.0,,,2.0,3.0,0.0,2.0,0.38,0.69,57.0,39.0,11.0,43.0,10.0,9.0,0.0,0.0,0.0,0.0,0.56,0.31,0.12,0.93,0.47,0.08,0.49,0.51,5.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,6.0,11.0,1.0,0.0,0.0,1.0,1.09,0.21,0.72,0.0,0.41,0.32,0.4,0.6,5.0,4.0,2.0,0.0,1.0,3.0,2.0,0.0,4.0,2.0,2.0,2.0,,,6.0,10.0,1.0,3.0,0.0,1.0
EB2UmMgR,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,05/02/2026,21:30,Round 2,Cruzeiro,Coritiba,1,2,[19],"[45, 53]",bet365,1.91,2.25,9.0,bet365,1.35,4.33,9.5,bet365,1.44,2.63,bet365,3.0,1.36,bet365,9.0,1.07,bet365,1.07,8.5,bet365,1.36,3.2,bet365,2.1,1.7,bet365,4.0,1.25,bet365,8.0,1.08,bet365,2.5,1.5,bet365,1.07,1.2,3.0,bet365,8.5,bet365,17.0,bet365,41.0,bet365,126.0,bet365,5.5,bet365,8.5,bet365,29.0,bet365,81.0,bet365,5.5,bet365,9.0,bet365,26.0,bet365,81.0,bet365,8.5,bet365,15.0,bet365,41.0,bet365,101.0,bet365,4.15,1.22,bet365,3.45,1.3,bet365,2.2,1.65,bet365,1.65,2.2,bet365,1.38,3.0,Estrelabet,1.06,8.5,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,Betano.br,9.0,6.3,1.24,Betano.br,4.2,4.1,1.67,bet365,2.2,3.4,3.0,Betano.br,1.09,8.25,24.0,BetEsporte,1.01,11.0,50.0,,0.0,0.0,0.0,0.89,2.35,0.69,1.95,0.92,1.1,1.95,0.69,-0.05,-0.31,0.68,0.32,0.9,0.74,0.67,0.45,0.81,0.67,0.0,1.0,0.12,0.4,19.0,10.0,4.0,2.0,8.0,6.0,7.0,2.0,11.0,6.0,8.0,4.0,0.0,2.0,0.0,0.0,30.0,19.0,12.0,2.0,17.0,9.0,20.0,12.0,9.0,17.0,3.0,2.0,,,1.0,2.0,0.0,3.0,0.62,1.0,52.0,31.0,15.0,37.0,3.0,7.0,0.0,1.0,0.0,0.0,0.61,0.85,0.69,0.95,0.4,0.85,0.58,0.42,11.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,6.0,0.0,2.0,0.0,3.0,0.28,1.5,0.0,1.0,0.52,0.25,0.79,0.21,8.0,5.0,0.0,1.0,4.0,3.0,0.0,1.0,10.0,1.0,3.0,1.0,,,3.0,11.0,1.0,0.0,0.0,0.0
bN2QVMXr,BRAZIL,2026,Serie A Betano 2026,BRAZIL 1,05/02/2026,20:00,Round 2,Vasco,Chapecoense-SC,1,1,[55],[90],bet365,2.1,2.3,6.0,bet365,1.53,3.9,6.0,bet365,1.36,3.0,bet365,2.63,1.44,bet365,7.0,1.1,bet365,1.05,11.0,bet365,1.29,3.75,bet365,1.85,1.95,bet365,3.2,1.36,bet365,6.0,1.13,bet365,1.91,1.91,bet365,1.13,1.25,2.3,bet365,11.0,bet365,15.0,bet365,29.0,bet365,67.0,bet365,7.0,bet365,7.0,bet365,19.0,bet365,41.0,bet365,7.5,bet365,8.5,bet365,17.0,bet365,41.0,bet365,11.0,bet365,13.0,bet365,26.0,bet365,51.0,bet365,4.8,1.18,bet365,4.0,1.23,bet365,2.5,1.5,bet365,1.98,1.88,bet365,1.55,2.38,bet365,1.13,5.9,1xBet,1.01,11.0,Superbet.br,1.02,14.0,,0.0,0.0,,0.0,0.0,Betano.br,10.75,7.2,1.18,Betano.br,5.1,4.55,1.5,bet365,2.6,3.6,2.3,Betano.br,1.14,7.1,16.0,BetEsporte,1.02,10.0,30.0,BetEsporte,1.01,11.0,45.0,4.81,0.31,4.46,0.06,2.51,0.29,0.06,4.46,-0.94,3.46,0.67,0.33,0.88,0.72,0.52,0.33,0.81,0.41,1.0,1.0,0.36,0.25,30.0,7.0,13.0,1.0,12.0,5.0,5.0,1.0,21.0,3.0,9.0,4.0,9.0,0.0,3.0,0.0,53.0,5.0,14.0,0.0,11.0,15.0,11.0,17.0,15.0,11.0,,,,,0.0,1.0,0.0,10.0,0.8,0.89,52.0,38.0,18.0,39.0,10.0,7.0,1.0,0.0,0.0,0.0,1.85,0.06,1.54,0.0,1.05,0.07,0.73,0.27,17.0,1.0,6.0,0.0,8.0,1.0,3.0,0.0,10.0,0.0,,,7.0,3.0,0.0,0.0,0.0,6.0,2.96,0.25,2.92,0.06,1.46,0.22,0.61,0.39,13.0,6.0,7.0,1.0,4.0,4.0,6.0,0.0,4.0,0.0,,,,,8.0,8.0,0.0,1.0,0.0,4.0
